Ladies,ladies,0.38,0.78
operation,operation,1720.01,1720.8
when,when,1720.8,1720.96
something,something,1720.96,1721.3700000000001
happens,happens,1721.37,1721.8
they,they,1721.8,1721.93
come,come,1721.929999,1722.129999
into,into,1722.13,1722.3500000000001
the,the,1722.349999,1722.419999
United,united,1722.42,1722.8300000000002
States,states,1722.83,1723.1399999999999
in,in,1723.15,1723.3400000000001
many,many,1723.34,1723.6699999999998
cases,cases,1723.7,1724.19
because,because,1724.849999,1725.219999
their,their,1725.889999,1726.139999
system,system,1726.139999,1726.5099989999999
is,is,1726.51,1726.6299999999999
so,so,1726.629999,1726.929999
slow,slow,1726.93,1727.41
It's,it's,1728.75,1729.05
catastrophic,catastrophic,1729.15,1729.89
in,in,1729.89,1730.0400000000002
certain,certain,1730.04,1730.3899999999999
ways,ways,1730.39,1730.8100000000002
But,but,1730.94,1731.1000000000001
she,she,1731.1,1731.1999999999998
wants,wants,1731.2,1731.42
to,to,1731.42,1731.5
go,go,1731.5,1731.63
to,to,1731.63,1731.73
single,single,1731.73,1732.08
payer,payer,1732.08,1732.5
which,which,1732.8,1733.04
means,means,1733.04,1733.23
the,the,1733.23,1733.31
government,government,1733.31,1733.74
basically,basically,1733.74,1734.53
rules,rules,1734.98,1735.3700000000001
everything,everything,1735.37,1735.9399999999998
Hillary,hillary,1736.559999,1736.9399990000002
Clinton,clinton,1736.95,1737.3400000000001
has,has,1737.37,1737.59
been,been,1737.59,1737.75
after,after,1737.75,1738.03
this,this,1738.03,1738.25
for,for,1738.25,1738.37
years,years,1738.37,1738.9499999999998
Obamacare,<unk>,1738.9499999999998,1738.9599999999998
was,was,1740.19,1740.3600000000001
the,the,1740.36,1740.4699999999998
first,first,1740.469999,1740.7699989999999
step,step,1740.77,1741.32
Obamacare,<unk>,1741.55,1742.2
is,is,1742.37,1742.55
a,a,1742.549999,1742.6799990000002
total,total,1742.71,1743.1000000000001
disaster,disaster,1743.15,1743.88
And,and,1744.4,1744.6200000000001
not,not,1744.619999,1744.829999
only,only,1744.83,1745.1399999999999
are,are,1745.139999,1745.189999
your,your,1745.190001,1745.400001
rates,rates,1745.4,1745.67
going,going,1745.68,1746.02
up,up,1746.02,1746.32
by,by,1746.36,1746.7199999999998
numbers,numbers,1746.8,1747.26
that,that,1747.26,1747.41
nobody's,nobody's,1747.41,1747.8200000000002
ever,ever,1747.82,1748.04
believed,believed,1748.04,1748.44
but,but,1748.8,1748.99
your,your,1748.99,1749.13
deductibles,<unk>,1749.18,1749.31
are,,,
going,going,1750.28,1750.74
up,,,
so,so,1751.28,1751.51
that,that,1751.51,1751.68
unless,unless,1751.71,1752.1200000000001
you,you,1752.12,1752.26
get,get,1752.26,1752.5
hit,hit,1752.5,1752.76
by,by,1752.77,1753.05
a,a,1753.05,1753.1499999999999
truck,truck,1753.15,1753.5600000000002
you're,you're,1753.57,1753.73
never,never,1753.73,1754.1100000000001
going,going,1754.11,1754.24
to,to,1754.24,1754.28
be,be,1754.28,1754.45
able,able,1754.45,1754.65
to,to,1754.65,1754.76
use,use,1754.76,1755.04
it,it,1755.04,1755.22
Mr,mr,1755.38,1755.47
Trump,trump,1755.47,1755.59
your,your,1755.78,1755.81
time,,,
It,,,
is,,,
a,,,
disastrous,disastrous,1755.98,1756.74
plan,plan,1756.74,1757.07
and,and,1757.11,1757.25
it,it,1757.25,1757.34
has,has,1757.349999,1757.669999
to,to,1757.67,1757.78
be,be,1757.78,1758.02
repealed,repealed,1758.05,1758.8
and,and,1759.34,1759.54
replaced,replaced,1759.54,1760.12
Secretary,secretary,1760.179999,1760.5199989999999
Clinton,clinton,1760.52,1760.8
let,let,1760.799999,1760.909999
me,me,1760.91,1761.0
follow,follow,1761.0,1761.29
up,up,1761.29,1761.4099999999999
with,,,
you,you,1761.45,1761.73
Your,your,1761.73,1761.9
husband,husband,1761.9,1762.3400000000001
called,called,1762.34,1762.54
Obamacare,,,
quote,quote,1763.139999,1763.459999
the,the,1763.48,1763.58
craziest,craziest,1763.58,1764.1499999999999
thing,thing,1764.15,1764.47
in,in,1764.48,1764.56
the,the,1764.56,1764.6499999999999
world,world,1764.65,1765.0600000000002
saying,saying,1765.06,1765.26
that,that,1765.26,1765.39
small,small,1765.39,1765.68
business,business,1765.68,1766.05
owners,owners,1766.05,1766.33
are,are,1766.33,1766.3799999999999
getting,getting,1766.38,1766.5900000000001
killed,killed,1766.59,1766.9399999999998
as,as,1766.94,1767.0700000000002
premiums,premiums,1767.07,1767.53
double,double,1767.53,1767.93
coverage,coverage,1767.96,1768.31
is,is,1768.31,1768.4199999999998
cut,cut,1768.42,1768.5800000000002
in,in,1768.58,1768.74
half,half,1768.75,1769.27
Was,was,1769.63,1769.8600000000001
he,he,1769.86,1769.9499999999998
mistaken,mistaken,1769.95,1770.47
or,or,1770.47,1770.53
was,was,1770.53,1770.96
the,the,1771.06,1771.1299999999999
mistake,mistake,1771.13,1771.49
simply,simply,1771.49,1771.78
telling,telling,1771.78,1772.05
the,the,1772.05,1772.1299999999999
truth,truth,1772.13,1772.49
No,no,1772.7,1772.99
I,i,1772.99,1773.07
mean,mean,1773.07,1773.1799999999998
he,he,1773.179999,1773.479999
clarified,clarified,1773.5,1774.09
what,what,1774.09,1774.22
he,he,1774.219999,1774.2999989999998
meant,meant,1774.3,1774.49
And,and,1774.49,1774.53
it's,it's,1774.84,1775.0
very,very,1775.0,1775.26
clear,clear,1775.259999,1775.6699990000002
Look,look,1775.679999,1776.109999
we,we,1776.2,1776.41
are,are,1776.41,1776.5600000000002
in,in,1776.559999,1776.909999
a,a,1776.95,1777.17
situation,situation,1777.179999,1778.109999
in,in,1778.16,1778.3500000000001
our,our,1778.349999,1778.4899990000001
country,country,1778.49,1778.92
where,where,1778.929999,1779.149999
if,if,1779.15,1779.2800000000002
we,we,1779.28,1779.41
were,were,1779.41,1779.52
to,to,1779.52,1779.66
start,start,1779.67,1780.0900000000001
all,all,1780.190001,1780.5200009999999
over,over,1780.529999,1780.859999
again,again,1780.859999,1781.369999
we,we,1782.059999,1782.2299990000001
might,might,1782.23,1782.44
come,come,1782.440001,1782.600001
up,up,1782.6,1782.73
with,with,1782.73,1782.8700000000001
a,a,1782.87,1782.9199999999998
different,different,1782.92,1783.3700000000001
system,system,1783.56,1784.08
But,,,
we,we,1784.53,1784.66
have,have,1784.66,1784.7900000000002
an,an,1784.79,1784.87
employer,employer,1784.87,1785.34
based,based,1785.34,1785.58
system,system,1785.58,1786.06
That's,that's,1786.13,1786.45
where,where,1786.45,1786.8300000000002
the,the,1786.9,1787.02
vast,vast,1787.02,1787.32
majority,majority,1787.32,1787.73
of,of,1787.73,1787.8
people,people,1787.82,1788.25
get,get,1788.26,1788.48
their,their,1788.48,1788.65
health,health,1788.65,1788.9
care,care,1788.9,1789.18
And,and,1789.69,1790.02
the,the,1790.02,1790.3899999999999
Affordable,affordable,1790.4,1790.92
Care,care,1790.92,1791.28
Act,act,1791.28,1791.6399999999999
was,was,1791.98,1792.29
meant,meant,1792.29,1792.59
to,to,1792.599999,1792.719999
try,try,1792.719999,1792.999999
to,to,1793.0,1793.13
fill,fill,1793.13,1793.5300000000002
the,the,1793.53,1793.61
gap,gap,1793.61,1793.9599999999998
between,between,1793.969999,1794.439999
people,people,1794.44,1795.03
who,who,1795.219999,1795.399999
were,were,1795.4,1795.5600000000002
too,too,1795.559999,1795.829999
poor,poor,1795.83,1796.4299999999998
and,and,1796.849999,1797.199999
couldn't,couldn't,1797.33,1797.75
put,put,1797.799999,1798.019999
together,together,1798.02,1798.59
any,any,1798.619999,1798.929999
resources,resources,1798.93,1799.76
to,to,1799.76,1799.91
afford,afford,1799.91,1800.2900000000002
health,health,1800.289999,1800.529999
care,care,1800.55,1800.81
namely,namely,1800.81,1801.2
people,people,1801.2,1801.52
on,on,1801.52,1801.66
Medicaid,medicaid,1801.66,1802.28
Obviously,obviously,1802.87,1803.4099999999999
Medicare,medicare,1803.41,1804.01
which,which,1804.01,1804.2
is,is,1804.2,1804.3300000000002
a,a,1804.33,1804.4099999999999
single,single,1804.42,1804.72
payer,payer,1804.72,1804.97
system,system,1804.97,1805.53
which,which,1805.75,1805.99
takes,takes,1805.99,1806.26
care,care,1806.26,1806.51
of,of,1806.51,1806.67
our,our,1806.71,1807.08
elderly,elderly,1807.14,1807.68
and,and,1807.68,1807.79
does,does,1807.79,1807.95
a,a,1807.95,1808.04
great,great,1808.05,1808.4199999999998
job,job,1808.42,1808.77
doing,doing,1808.78,1809.1399999999999
it,it,1809.139999,1809.269999
by,by,1809.28,1809.42
the,the,1809.42,1809.5500000000002
way,way,1809.55,1809.83
and,and,1810.2,1810.42
then,then,1810.42,1810.5700000000002
all,all,1810.57,1810.8
of,,,
the,the,1810.8,1810.8999999999999
people,people,1810.9,1811.3400000000001
who,who,1811.34,1811.52
were,were,1811.52,1811.72
employed,employed,1811.719999,1812.359999
but,but,1812.73,1812.94
people,people,1812.94,1813.38
who,who,1813.4,1813.74
were,were,1813.75,1813.96
working,working,1813.969999,1814.439999
but,but,1814.44,1814.6200000000001
didn't,didn't,1814.62,1814.84
have,have,1814.839999,1815.089999
the,the,1815.089999,1815.179999
money,money,1815.179999,1815.719999
to,to,1815.78,1815.93
afford,afford,1815.929999,1816.479999
insurance,insurance,1816.5,1817.4
and,and,1817.43,1817.67
didn't,didn't,1817.67,1817.88
have,have,1817.879999,1818.049999
anybody,anybody,1818.049999,1818.529999
an,an,1818.529999,1818.589999
employer,employer,1818.59,1819.04
or,or,1819.04,1819.09
anybody,anybody,1819.09,1819.4599999999998
else,else,1819.46,1819.67
to,to,1819.67,1819.77
help,help,1819.77,1819.99
them,them,1819.99,1820.2
That,that,1820.66,1821.1100000000001
was,was,1821.12,1821.58
the,the,1821.59,1821.9199999999998
slot,slot,1822.36,1822.86
that,that,1822.89,1823.0500000000002
the,the,1823.05,1823.1599999999999
Obamacare,<unk>,1823.29,1824.04
approach,approach,1824.57,1825.07
was,was,1825.07,1825.29
to,to,1825.29,1825.43
take,take,1825.43,1825.8200000000002
And,and,1826.05,1826.21
like,like,1826.21,1826.41
I,i,1826.41,1826.49
say,say,1826.49,1826.75
20,<unk>,1826.8,1827.3
million,million,1827.3,1827.69
people,people,1827.69,1828.0700000000002
now,now,1828.07,1828.3
have,have,1828.3,1828.4199999999998
health,health,1828.42,1828.64
insurance,insurance,1828.639999,1829.159999
So,so,1829.5,1829.86
if,if,1830.099999,1830.329999
we,we,1830.33,1830.56
just,just,1830.559999,1830.859999
rip,rip,1830.86,1831.07
it,it,1831.07,1831.1399999999999
up,up,1831.15,1831.3300000000002
and,and,1831.33,1831.4399999999998
throw,throw,1831.44,1831.7
it,it,1831.7,1831.77
away,away,1831.77,1832.15
what,what,1832.15,1832.3600000000001
Donald's,donald's,1832.389999,1832.799999
not,not,1832.799999,1832.9999990000001
telling,telling,1833.0,1833.33
you,you,1833.33,1833.49
is,is,1833.49,1833.73
we,we,1833.9,1834.0800000000002
just,just,1834.08,1834.25
turn,turn,1834.25,1834.42
it,it,1834.42,1834.51
back,back,1834.51,1834.71
to,to,1834.709999,1834.8199989999998
the,the,1834.82,1834.8899999999999
insurance,insurance,1834.889999,1835.319999
companies,companies,1835.32,1835.8
the,the,1835.799999,1835.879999
way,way,1835.879999,1836.059999
it,it,1836.059999,1836.159999
used,used,1836.16,1836.3700000000001
to,to,1836.379999,1836.489999
be,be,1836.49,1836.81
and,and,1837.36,1837.6
that,that,1837.6,1837.82
means,means,1837.82,1838.06
the,the,1838.06,1838.1399999999999
insurance,insurance,1838.14,1838.5600000000002
companies,companies,1838.56,1839.1
Secretary,,,
Clinton,,,
get,get,1839.14,1839.3100000000002
to,to,1839.31,1839.3899999999999
do,do,1839.39,1839.6100000000001
pretty,pretty,1839.63,1839.8400000000001
much,much,1839.84,1840.07
whatever,whatever,1840.07,1840.34
they,they,1840.34,1840.47
want,want,1840.47,1840.73
including,including,1840.76,1841.55
saying,saying,1841.91,1842.28
look,look,1842.29,1842.6599999999999
I'm,i'm,1842.72,1842.88
sorry,sorry,1842.88,1843.17
you've,you've,1843.17,1843.29
got,got,1843.29,1843.45
diabetes,diabetes,1843.45,1844.17
you,you,1844.179999,1844.379999
had,had,1844.38,1844.5700000000002
cancer,cancer,1844.57,1845.21
your,your,1845.57,1845.71
child,child,1845.71,1846.07
has,has,1846.07,1846.29
asthma,asthma,1846.29,1846.51
Your,,,
time,,,
is,,,
up,up,1846.889999,1847.059999
you,you,1847.099999,1847.299999
may,may,1847.3,1847.47
not,not,1847.469999,1847.739999
be,be,1847.74,1847.92
able,able,1847.92,1848.3400000000001
to,to,1848.46,1848.63
have,have,1848.63,1849.0400000000002
insurance,insurance,1849.17,1849.75
because,because,1849.79,1849.9099999999999
you,you,1849.91,1850.0
can't,can't,1850.0,1850.23
afford,afford,1850.23,1850.55
it,it,1850.549999,1850.6799990000002
So,so,1850.95,1851.24
let's,let's,1851.27,1851.67
fix,fix,1851.679999,1852.219999
what's,what's,1852.219999,1852.5399989999999
broken,broken,1852.549999,1852.9999990000001
about,about,1853.0,1853.34
it,it,1853.34,1853.5
but,but,1853.76,1853.97
let's,let's,1853.969999,1854.249999
not,not,1854.25,1854.45
throw,throw,1854.45,1854.72
it,it,1854.72,1854.8
away,away,1854.8,1855.32
and,and,1855.52,1855.68
give,give,1855.69,1855.8700000000001
it,it,1855.87,1855.9699999999998
all,all,1855.97,1856.1100000000001
back,back,1856.11,1856.34
to,to,1856.35,1856.4499999999998
the,the,1856.45,1856.53
insurance,insurance,1856.53,1856.96
companies,companies,1856.96,1857.42
and,and,1857.42,1857.5
the,the,1857.94,1857.96
drug,drug,1857.96,1858.04
companies,,,
That's,that's,1858.6,1858.9499999999998
not,not,1858.95,1859.13
going,going,1859.13,1859.25
to,,,
work,work,1859.31,1859.52
Mr,,,
Trump,,,
let,let,1859.64,1859.7700000000002
me,me,1859.77,1859.87
follow,follow,1859.87,1860.0
up,,,
on,,,
this,,,
Well,well,1860.09,1860.1799999999998
I,,,
just,just,1860.81,1860.96
want,,,
just,just,1861.2,1861.45
one,one,1861.45,1861.5800000000002
thing,thing,1861.58,1861.74
First,first,1861.97,1862.16
of,of,1862.16,1862.23
all,all,1862.23,1862.33
Hillary,hillary,1862.33,1862.59
everything's,everything's,1862.65,1863.14
broken,broken,1863.139999,1863.489999
about,about,1863.49,1863.76
it,it,1863.76,1863.86
Everything,everything,1863.889999,1864.389999
Number,number,1864.77,1865.04
two,two,1865.04,1865.42
Bernie,bernie,1865.679999,1866.0199989999999
Sanders,sanders,1866.02,1866.47
said,said,1866.469999,1866.7699989999999
that,that,1866.77,1866.9
Hillary,hillary,1867.21,1867.53
Clinton,clinton,1867.53,1867.75
has,has,1867.79,1868.02
very,very,1868.02,1868.3799999999999
bad,bad,1868.38,1868.71
judgment,judgment,1868.71,1869.19
This,this,1869.429999,1869.699999
is,is,1869.71,1869.88
a,a,1869.88,1870.0100000000002
perfect,perfect,1870.049999,1870.4999990000001
example,example,1870.5,1871.03
of,of,1871.029999,1871.1599990000002
it,it,1871.16,1871.24
trying,trying,1871.25,1871.46
to,to,1871.459999,1871.479999
save,save,1871.8199989999998,1872.0099989999999
Obamacare,<unk>,1872.0399989999999,1872.5099989999999
which,which,1872.71,1872.94
is,is,1872.94,1873.16
a,,,
disaster,,,
You've,you've,1873.28,1873.53
said,said,1873.53,1873.81
you,you,1873.82,1873.95
want,want,1873.95,1874.13
to,to,1874.13,1874.21
end,end,1874.21,1874.43
Obamacare,<unk>,1874.43,1874.5
By,,,
the,,,
way,,,
You've,you've,1875.08,1875.29
said,said,1875.29,1875.45
you,you,1875.46,1875.56
want,,,
to,,,
end,end,1875.76,1875.98
Obamacare,<unk>,1876.09,1876.51
You've,you've,1876.51,1876.67
also,also,1876.67,1876.82
said,said,1876.99,1877.16
you,you,1877.17,1877.27
want,,,
to,,,
make,make,1877.45,1877.6200000000001
coverage,coverage,1877.62,1878.0
accessible,accessible,1878.02,1878.58
for,for,1878.58,1878.71
people,people,1878.71,1879.2
with,with,1879.33,1879.51
pre,pre,1879.51,1879.71
existing,existing,1879.71,1880.2
conditions,conditions,1880.2,1880.74
How,how,1880.75,1880.95
do,do,1880.95,1881.02
you,you,1881.02,1881.1299999999999
force,force,1881.13,1881.41
insurance,insurance,1881.41,1881.8500000000001
companies,companies,1881.849999,1882.189999
to,to,1882.2,1882.3300000000002
do,do,1882.33,1882.51
that,that,1882.51,1882.82
if,if,1883.01,1883.17
you're,you're,1883.17,1883.25
no,no,1883.25,1883.43
longer,longer,1883.429999,1883.729999
mandating,mandating,1883.73,1884.28
that,that,1884.28,1884.3899999999999
every,every,1884.389999,1884.619999
American,,,
get,,,
insurance,,,
We're,,,
going,,,
to,,,
be,,,
able,,,
to,,,
You're,you're,1885.13,1885.18
going,,,
to,,,
have,have,1885.929999,1886.139999
plans,plans,1886.139999,1886.479999
What,what,1886.509999,1886.6499990000002
does,does,1886.65,1886.75
that,that,1886.75,1886.92
mean,mean,1886.92,1887.21
Well,well,1887.259999,1887.589999
I'll,i'll,1887.67,1887.8200000000002
tell,tell,1887.82,1887.97
you,you,1887.969999,1888.159999
what,what,1888.239999,1888.2699989999999
it,it,1888.2699989999999,1888.349999
means,means,1888.349999,1888.659999
You're,you're,1888.899999,1888.939999
going,going,1889.109999,1889.2399990000001
to,to,1889.24,1889.26
have,have,1889.27,1889.44
plans,plans,1889.440001,1890.110001
that,that,1890.279999,1890.4999990000001
are,are,1890.5,1890.62
so,so,1890.62,1890.8799999999999
good,good,1890.88,1891.1000000000001
because,because,1891.119999,1891.429999
we're,we're,1891.43,1891.54
going,going,1891.54,1891.6599999999999
to,to,1891.66,1891.68
have,have,1891.68,1891.8
so,so,1891.8,1891.99
much,much,1891.99,1892.24
competition,competition,1892.24,1893.0
in,in,1893.31,1893.46
the,the,1893.46,1893.56
insurance,insurance,1893.56,1893.98
industry,industry,1893.98,1894.49
Once,once,1894.49,1894.77
we,we,1894.77,1894.93
break,break,1894.93,1895.21
out,out,1895.21,1895.48
once,once,1895.55,1895.83
we,we,1895.83,1895.97
break,break,1895.97,1896.24
out,out,1896.24,1896.42
the,the,1896.42,1896.53
lines,lines,1896.53,1896.86
and,and,1896.86,1896.9799999999998
allow,allow,1896.98,1897.27
the,the,1897.27,1897.4
competition,competition,1897.4,1898.19
to,to,1898.19,1898.48
come,come,1898.53,1898.77
Are,are,1899.39,1899.53
you,you,1899.53,1899.67
going,going,1899.89,1899.93
are,are,1899.93,1900.02
you,you,1900.02,1900.1100000000001
going,going,1900.1100000000001,1900.21
to,to,1900.21,1900.25
have,have,1900.25,1900.3
a,,,
mandate,mandate,1900.469999,1900.909999
that,that,1900.91,1901.03
Americans,americans,1901.1299999999999,1901.37
have,have,1901.51,1901.69
to,to,1901.69,1901.75
have,have,1901.75,1901.86
health,health,1901.86,1902.05
insurance,insurance,1902.05,1902.1399999999999
President,president,1902.67,1903.03
Obama,<unk>,1903.04,1903.05
Anderson,,,
excuse,,,
me,,,
President,,,
Obama,<unk>,1903.17,1903.73
by,by,1904.23,1904.64
keeping,keeping,1905.03,1905.45
those,those,1905.45,1905.7
lines,lines,1905.7,1906.05
the,the,1906.049999,1906.139999
boundary,boundary,1906.139999,1906.499999
lines,lines,1906.5,1906.78
around,around,1906.779999,1907.059999
each,each,1907.059999,1907.289999
state,state,1907.289999,1907.639999
it,,,
was,was,1908.059999,1908.299999
almost,almost,1908.32,1908.78
gone,gone,1908.78,1909.25
until,until,1909.46,1910.0
just,just,1910.05,1910.3899999999999
very,very,1910.39,1910.65
toward,toward,1910.65,1910.97
the,the,1910.97,1911.1000000000001
end,end,1911.1,1911.27
of,of,1911.27,1911.43
the,the,1911.43,1911.5
passage,passage,1911.5,1911.95
of,of,1911.95,1912.3
Obamacare,<unk>,1912.54,1913.08
which,which,1913.91,1914.13
by,by,1914.13,1914.2700000000002
the,the,1914.27,1914.3899999999999
way,way,1914.39,1914.5600000000002
was,was,1914.56,1914.76
a,a,1914.76,1914.83
fraud,fraud,1914.83,1915.22
You,you,1915.23,1915.44
know,know,1915.44,1915.6000000000001
that,that,1915.6,1915.83
because,because,1915.83,1916.3899999999999
Jonathan,jonathan,1916.61,1917.4799999999998
Gruber,gruber,1917.49,1918.14
the,the,1918.21,1918.3600000000001
architect,architect,1918.36,1918.8999999999999
of,of,1918.9,1919.0300000000002
Obamacare,,,
was,was,1919.74,1919.94
said,said,1919.94,1920.3300000000002
he,he,1920.73,1920.92
said,said,1920.92,1921.1100000000001
it,it,1921.11,1921.1899999999998
was,was,1921.19,1921.3200000000002
a,a,1921.32,1921.37
great,great,1921.37,1921.6599999999999
lie,lie,1921.66,1921.92
it,it,1921.929999,1921.969999
was,was,1921.969999,1922.099999
a,a,1922.099999,1922.149999
big,big,1922.15,1922.38
lie,lie,1922.38,1922.69
President,president,1922.849999,1923.179999
Obama,,,
said,said,1923.63,1923.7900000000002
you,you,1923.79,1923.8799999999999
keep,keep,1923.88,1924.0900000000001
your,your,1924.09,1924.1799999999998
doctor,doctor,1924.18,1924.47
you,you,1924.469999,1924.5499989999998
keep,keep,1924.549999,1924.759999
your,your,1924.76,1924.84
plan,plan,1924.84,1925.03
The,,,
whole,,,
thing,thing,1925.459999,1925.639999
was,was,1925.639999,1925.779999
a,a,1925.779999,1925.839999
fraud,fraud,1925.84,1926.1799999999998
and,and,1926.42,1926.5700000000002
it,it,1926.57,1926.6499999999999
doesn't,doesn't,1926.66,1926.96
work,work,1926.96,1927.22
But,but,1927.77,1927.93
when,when,1927.93,1928.13
we,we,1928.13,1928.2700000000002
get,get,1928.27,1928.44
rid,rid,1928.44,1928.55
of,of,1928.55,1928.6499999999999
those,those,1928.65,1928.8500000000001
lines,lines,1928.85,1929.23
you,you,1929.23,1929.39
will,,,
have,have,1929.4,1929.5700000000002
competition,competition,1929.57,1930.3799999999999
and,and,1930.67,1930.88
we,we,1930.88,1931.0500000000002
will,will,1931.05,1931.25
be,be,1931.25,1931.41
able,able,1931.42,1931.64
to,to,1931.64,1931.7700000000002
keep,keep,1931.77,1932.07
pre,pre,1932.08,1932.35
existing,existing,1932.35,1932.8999999999999
we'll,we'll,1933.12,1933.33
also,also,1933.33,1933.6299999999999
be,be,1933.63,1933.7600000000002
able,able,1933.76,1933.91
to,to,1933.91,1933.98
help,help,1933.98,1934.14
people,people,1934.15,1934.48
that,that,1934.48,1934.67
can't,can't,1934.67,1935.0800000000002
get,get,1935.11,1935.4099999999999
don't,don't,1935.76,1935.99
have,have,1935.99,1936.22
money,money,1936.24,1936.7
because,because,1936.74,1937.07
we,we,1937.07,1937.26
are,are,1937.259999,1937.4199990000002
going,going,1937.42,1937.75
to,to,1937.75,1937.86
have,have,1937.87,1938.12
people,people,1938.13,1938.49
protected,protected,1938.509999,1939.069999
And,and,1939.33,1939.6399999999999
Republicans,republicans,1939.639999,1940.319999
feel,feel,1940.32,1940.54
this,this,1940.54,1940.72
way,way,1940.719999,1940.969999
believe,believe,1941.219999,1941.659999
it,it,1941.66,1941.77
or,or,1941.77,1941.82
not,not,1941.82,1942.07
and,and,1942.09,1942.29
strongly,strongly,1942.299999,1942.789999
this,this,1942.789999,1942.9999990000001
way,way,1943.0,1943.26
We're,we're,1943.48,1943.68
going,going,1943.68,1943.8
to,to,1943.799999,1943.879999
block,block,1943.889999,1944.249999
grant,grant,1944.25,1944.83
into,into,1945.27,1945.58
the,the,1945.58,1945.72
states,states,1945.72,1946.3
We're,we're,1946.3,1946.3999999999999
going,,,
to,,,
block,block,1946.58,1946.9099999999999
grant,grant,1946.91,1947.27
into,into,1947.29,1947.57
Medicaid,medicaid,1947.57,1947.78
into,into,1948.48,1948.6200000000001
the,the,1948.91,1948.93
states,states,1948.93,1949.19
Thank,thank,1949.2500000000002,1949.2900000000002
you,you,1949.2900000000002,1949.3600000000001
Mr,,,
Trump,,,
so,so,1949.55,1949.78
that,that,1949.78,1949.92
we,we,1949.92,1950.0700000000002
will,will,1950.07,1950.27
be,be,1950.27,1950.43
able,able,1950.54,1950.9099999999999
to,to,1950.91,1951.0500000000002
take,take,1951.05,1951.26
care,care,1951.26,1951.44
of,,,
people,people,1951.5,1951.95
without,without,1952.07,1952.56
the,the,1952.559999,1952.6899990000002
necessary,necessary,1952.69,1953.39
funds,funds,1953.389999,1953.739999
to,to,1953.74,1953.8700000000001
take,take,1953.87,1954.07
care,care,1954.07,1954.27
of,of,1954.27,1954.41
themselves,themselves,1954.41,1954.7900000000002
Thank,thank,1954.79,1954.94
you,you,1954.94,1954.96
Mr,mr,1955.03,1955.22
Trump,trump,1955.22,1955.45
We,we,1955.8,1955.93
now,now,1955.929999,1956.119999
go,go,1956.12,1956.29
to,to,1956.29,1956.35
Gorbah,<unk>,1956.4699999999998,1957.3
Hamed,,,
with,with,1957.469999,1957.709999
a,a,1957.71,1957.79
question,question,1957.809999,1958.4799990000001
for,for,1958.559999,1958.799999
both,both,1958.82,1959.12
candidates,candidates,1959.16,1959.5500000000002
Hi,hi,1961.4,1961.7900000000002
There,there,1962.35,1962.6299999999999
are,are,1962.629999,1962.649999
3,<unk>,1962.849999,1963.249999
3,<unk>,1963.289999,1963.339999
million,million,1963.51,1963.85
Muslims,muslims,1963.85,1964.25
in,in,1964.25,1964.34
the,the,1964.34,1964.4499999999998
United,united,1964.45,1964.8
States,states,1964.8,1965.21
and,and,1965.22,1965.3500000000001
I'm,i'm,1965.35,1965.4699999999998
one,one,1965.47,1965.59
of,of,1965.59,1965.72
them,them,1965.72,1966.03
You've,you've,1966.71,1966.93
mentioned,mentioned,1966.93,1967.3100000000002
working,working,1967.31,1967.7
with,with,1967.7,1967.91
Muslim,muslim,1967.93,1968.28
nations,nations,1968.28,1969.07
but,but,1969.13,1969.3600000000001
with,with,1969.36,1969.51
Islamophobia,<unk>,1969.51,1969.52
on,on,1970.48,1970.65
the,the,1970.65,1970.75
rise,rise,1970.75,1971.25
how,how,1971.28,1971.51
will,will,1971.51,1971.62
you,you,1971.62,1971.8
help,help,1971.8,1972.06
people,people,1972.07,1972.3999999999999
like,like,1972.4,1972.63
me,me,1972.63,1972.99
deal,deal,1973.3,1973.52
with,with,1973.52,1973.66
the,the,1973.66,1973.75
consequences,consequences,1973.75,1974.54
of,of,1974.54,1974.67
being,being,1974.679999,1974.929999
labeled,labeled,1974.929999,1975.439999
as,as,1975.799999,1976.029999
a,a,1976.03,1976.11
threat,threat,1976.11,1976.4499999999998
to,to,1976.45,1976.56
the,the,1976.559999,1976.669999
country,country,1976.67,1977.0700000000002
after,after,1977.07,1977.34
the,the,1977.339999,1977.419999
election,election,1977.42,1977.8300000000002
is,is,1977.83,1977.98
over,over,1977.98,1978.3600000000001
Mr,mr,1978.82,1979.1
Trump,trump,1979.1,1979.4499999999998
you're,you're,1979.449999,1979.679999
first,first,1980.039999,1980.4699990000001
Well,well,1981.02,1981.33
you're,you're,1981.37,1981.56
right,right,1981.56,1981.73
about,about,1981.73,1982.17
Islamophobia,<unk>,1982.77,1983.43
and,and,1983.6,1983.7099999999998
that's,that's,1983.71,1983.8700000000001
a,a,1983.87,1983.9299999999998
shame,shame,1983.93,1984.51
But,but,1985.21,1985.4
one,one,1985.4,1985.5900000000001
thing,thing,1985.59,1985.79
we,we,1985.79,1985.9099999999999
have,have,1985.92,1986.17
to,to,1986.17,1986.29
do,do,1986.29,1986.85
is,is,1987.25,1987.65
we,we,1987.65,1987.7900000000002
have,have,1987.79,1987.92
to,to,1987.93,1988.03
make,make,1988.03,1988.26
sure,sure,1988.26,1988.68
that,that,1988.679999,1989.0499989999998
because,because,1989.76,1990.07
there,there,1990.07,1990.22
is,is,1990.219999,1990.349999
a,a,1990.349999,1990.399999
