Arnold,arnold,0.21,0.48
the,the,326.47,326.56
far,far,326.56,326.83
left,left,326.83,327.31
maybe,maybe,328.68,329.03000000000003
similar,similar,329.03,329.32
to,to,329.32,329.43
a,a,329.43,329.49
Bernie,bernie,329.49,329.75
Sanders,sanders,329.75,330.09
and,and,330.09,330.21999999999997
someone,someone,330.22,330.6
from,from,330.61,330.76
the,the,330.76,330.84999999999997
far,far,330.85,331.1
right,right,331.1,331.34000000000003
a,,,
nativist,,,
of,of,332.04,332.17
sorts,sorts,332.17,332.7
And,and,333.49,334.04
nobody,nobody,334.099999,334.489999
was,was,334.49,334.66
happy,happy,334.67,335.02000000000004
with,with,335.02,335.21
their,their,335.21,335.37
choices,choices,335.38,336.17
All,all,337.66,337.85
of,of,337.849999,337.909999
a,a,337.91,337.98
sudden,sudden,337.98,338.21000000000004
this,this,338.21,338.41999999999996
country,country,338.42,338.94
is,is,338.95,339.14
experiencing,experiencing,339.139999,339.999999
an,an,341.039999,341.309999
appeal,appeal,341.309999,341.629999
of,of,341.629999,341.729999
a,a,341.73,341.79
socialist,socialist,341.789999,342.45999900000004
and,and,342.74,342.91
the,the,342.91,342.98
appeal,appeal,342.99,343.39
of,of,343.389999,343.47999899999996
a,,,
nativist,<unk>,343.94,344.19
What,what,344.69,345.01
lessons,lessons,345.01,345.9
do,do,345.94,346.42
you,you,346.48,346.68
think,think,346.68,346.88
Americans,americans,346.89,347.36
should,should,347.37,347.53000000000003
take,take,347.54,347.73
away,away,347.73,347.96000000000004
from,from,347.96,348.14
this,this,348.14,348.45
I,i,349.03,349.15
think,think,349.15,349.46
that,that,349.46,349.63
it,it,349.65,349.79999999999995
is,is,349.8,350.09000000000003
pretty,,,
much,much,350.8,351.19
in,in,352.2,352.21999999999997
many,many,352.389999,352.78999899999997
different,different,352.82,353.24
countries,countries,353.24,353.74
I've,i've,353.74,353.94
seen,seen,353.94,354.18
that,that,354.179999,354.519999
that,that,354.54,354.84000000000003
they're,they're,355.059999,355.269999
looking,looking,355.27,355.63
for,for,355.63,355.78
an,an,355.78,355.89
outsider,outsider,355.9,356.63
and,and,356.67,357.05
people,people,357.28,357.59999999999997
are,are,357.599999,357.63999900000005
dissatisfied,dissatisfied,357.639999,358.519999
with,,,
the,the,359.029999,359.10999899999996
status,status,359.109999,359.58999900000003
quo,quo,359.59,359.97999999999996
And,and,359.98,360.20000000000005
people,people,360.199999,360.469999
are,are,360.47,360.51000000000005
dissatisfied,dissatisfied,360.51,361.52
basically,basically,362.22,362.86
with,with,362.87,363.13
the,the,363.13,363.27
action,action,363.27,363.72999999999996
that,that,363.74,363.91
is,is,363.91,364.04
being,being,364.04,364.21000000000004
created,created,364.21,364.59
in,in,365.37,365.39
those,those,365.4,365.64
capitalists,capitalists,365.64,366.2
The,the,366.2,366.34999999999997
politicians,politicians,366.38,367.18
are,,,
not,not,367.46,367.7
keeping,keeping,367.7,368.05
their,their,368.05,368.17
promises,promises,368.17,368.90000000000003
and,and,369.13,369.21
politicians,politicians,369.21,369.84999999999997
don't,don't,369.849999,370.08999900000003
solve,solve,370.09,370.48999999999995
the,the,370.5,370.6
problems,problems,370.599999,371.14999900000004
And,and,371.32,371.44
this,this,371.44,371.59
is,is,371.599999,371.739999
why,why,371.74,371.91
you,you,371.91,372.11
see,see,372.11,372.51
in,in,372.63,372.81
our,our,372.809999,372.989999
poll,poll,373.009999,373.249999
numbers,numbers,373.25,373.6
that,that,373.62,373.82
69,<unk>,373.82,374.4
percent,percent,374.4,374.7
of,of,374.7,374.8
the,the,374.82,374.92
people,people,374.92,375.17
say,say,375.17,375.40000000000003
The,the,375.58,375.71999999999997
politicians,politicians,375.719999,376.439999
have,have,376.449999,376.739999
to,to,376.74,376.84000000000003
work,work,376.84,377.2
together,together,377.199999,377.709999
That,that,377.93,378.11
is,is,378.109999,378.229999
the,the,378.23,378.32
most,most,378.32,378.61
important,important,378.61,378.98
thing,thing,378.98,379.15000000000003
And,and,379.15,379.22999999999996
they,they,379.289999,379.359999
have,have,379.36,379.53000000000003
to,to,379.53,379.65
come,come,379.65,379.87
to,to,379.87,379.99
a,a,379.99,380.06
compromise,compromise,380.06,380.77
And,and,380.95,381.13
in,in,381.13,381.28
Washington,washington,381.28,381.71
not,not,381.72,382.05
much,much,382.06,382.37
is,is,382.37,382.5
getting,getting,382.53,382.80999999999995
done,done,382.81,383.06
Some,some,383.07,383.32
of,of,383.32,383.49
it,it,383.49,383.61
is,is,383.61,383.74
getting,getting,383.74,383.96000000000004
done,done,383.97,384.19000000000005
but,but,384.37,384.55
not,not,384.57,384.77
much,much,384.79,385.21000000000004
And,and,385.25,385.49
I,i,385.5,385.62
think,think,385.62,385.94
that,that,385.95,386.15999999999997
to,to,386.17,386.31
spend,spend,386.309999,386.699999
billions,billions,386.99,387.45
of,of,387.45,387.61
dollars,dollars,387.61,388.01
on,on,388.04,388.19
the,the,388.19,388.36
capital,capital,388.41,389.01000000000005
and,and,389.969999,390.16999899999996
it,it,390.17,390.19
is,is,390.19,390.4
the,the,390.4,390.5
worst,worst,390.5,390.84
investment,investment,390.84,391.4
because,because,391.41,391.77000000000004
nothing,nothing,391.77,392.06
is,is,392.059999,392.159999
getting,getting,392.19,392.46999999999997
done,done,392.469999,392.879999
So,so,393.15,393.34999999999997
therefore,therefore,393.38,393.8
the,the,393.83,393.96999999999997
people,people,393.969999,394.339999
are,are,394.34,394.4
looking,looking,394.4,394.73999999999995
for,for,394.75,394.94
something,something,394.940001,395.590001
else,else,395.629999,396.149999
And,,,
they,they,396.609999,396.689999
don't,don't,396.690001,396.890001
know,know,396.889999,397.029999
where,where,397.03,397.28
to,to,397.27,397.40999999999997
turn,turn,397.41,397.73
to,to,397.74,398.06
And,and,398.23,398.40000000000003
so,so,398.4,398.52
this,this,398.52,398.71
is,is,398.72,398.86
what,what,398.86,399.0
you,you,399.01,399.15999999999997
see,see,399.16,399.40000000000003
in,in,399.4,399.51
America,america,399.51,400.17
and,and,400.45,400.59999999999997
this,this,400.6,400.75
is,is,400.76,400.87
what,what,400.87,400.96
you,,,
have,,,
seen,seen,401.28,401.44
in,in,401.44,401.59
Austria,austria,401.59,402.27
and,and,402.51,402.67
this,this,402.67,402.78000000000003
is,is,402.78,402.9
what,what,402.9,403.03999999999996
you,you,403.05,403.18
see,see,403.18,403.33
in,in,403.33,403.44
Germany,germany,403.44,403.95
and,and,403.95,404.05
this,this,404.05,404.18
is,is,404.19,404.3
what,what,404.3,404.40000000000003
you,you,404.46,404.53999999999996
see,see,404.54,404.66
in,in,404.66,404.77000000000004
France,france,404.78,405.14
And,and,405.139999,405.22999899999996
you,you,405.23,405.3
see,see,405.3,405.47
this,this,405.469999,405.65999899999997
all,all,405.66,405.83000000000004
over,over,405.83,406.01
the,the,406.01,406.09999999999997
place,place,406.099999,406.52999900000003
All,,,
right,,,
I'm,,,
going,,,
to,,,
ask,ask,407.03,407.27
you,,,
one,one,407.33,407.51
last,last,407.509999,407.759999
time,time,407.77,408.2
Do,do,408.53,408.60999999999996
you,you,408.61,408.76
plan,plan,408.759999,409.109999
on,on,409.11,409.41
publicly,publicly,410.23,410.74
saying,saying,410.74,411.29
whether,whether,411.589999,411.839999
you'll,you'll,411.839999,411.969999
be,be,411.969999,412.149999
for,for,412.15,412.29999999999995
Trump,trump,412.299999,412.669999
I,i,413.74,413.86
will,will,413.859999,413.999999
make,make,414.0,414.22
an,an,414.21999900000003,414.33999900000003
announcement,announcement,414.34,414.97999999999996
before,before,415.0,415.36
the,the,415.36,415.46000000000004
election,election,415.46,415.93
you,you,415.94,416.07
can,can,416.07,416.33
be,be,416.33,416.5
sure,sure,416.52,416.74
of,of,416.74,416.91
that,that,416.91,417.31
But,but,417.72,417.92
I,i,417.92,418.01
will,will,418.01,418.17
do,do,418.17,418.34000000000003
it,it,418.34,418.46999999999997
my,my,418.48,418.76
way,way,418.76,419.24
Which,which,419.58,419.8
is,is,419.8,419.93
always,always,419.93,420.2
an,an,420.2,420.34999999999997
unusual,unusual,420.35,420.96000000000004
way,way,420.96,421.47999999999996
As,as,421.73,421.89000000000004
you,you,421.89,422.0
remember,remember,422.0,422.45
that,that,422.48,422.70000000000005
I,i,422.7,422.90999999999997
announced,announced,424.099999,424.549999
my,my,424.55,424.67
candidacy,candidacy,424.67,425.28000000000003
for,for,425.28,425.41999999999996
governor,governor,425.42,425.93
on,on,426.139999,426.309999
The,the,426.309999,426.399999
Tonight,tonight,426.4,426.82
Show,show,426.82,427.21
So,so,427.4,427.58
that,that,427.58,427.74
was,was,427.74,427.90000000000003
very,very,427.9,428.13
unusual,unusual,428.13,428.62
and,and,428.62,428.68
I,,,
will,will,428.83,428.93
do,do,428.929999,429.049999
exactly,exactly,429.049999,429.479999
the,the,429.48,429.65000000000003
same,same,429.66,429.94
thing,thing,429.96,430.23999999999995
also,also,430.24,430.51
with,,,
the,the,430.709999,431.119999
endorsement,endorsement,431.15,431.88
So,so,432.119999,432.309999
I,i,432.309999,432.379999
will,will,432.379999,432.539999
study,study,432.56,432.97
the,the,433.63,433.84
various,various,433.85,434.16
different,different,434.16,434.51000000000005
candidates,candidates,434.51,435.06
what,what,435.07,435.26
they,they,435.26,435.36
represent,represent,435.36,435.88
all,all,436.19,436.21
that,that,436.21,436.24
stuff,stuff,436.24,436.40999999999997
and,and,436.63,436.87
I,i,437.41,437.54
will,will,437.54,437.69
then,then,437.71,437.96
make,make,438.3,438.6
up,up,438.6,438.75
my,my,438.75,438.87
mind,mind,438.87,439.15
and,and,439.19,439.21999999999997
I,,,
would,would,439.39,439.55
make,make,439.66,439.84000000000003
the,the,439.84,439.9
endorsement,endorsement,439.9,440.46999999999997
So,so,440.47,440.75
I,i,441.04,441.28000000000003
will,will,441.28,441.52
make,make,441.52,441.81
an,an,441.809999,441.939999
endorsement,endorsement,441.94,442.57
but,but,442.58,443.03999999999996
it,it,443.309999,443.479999
will,will,443.48,443.61
not,not,443.61,443.81
be,be,443.82,444.01
here,here,444.009999,444.269999
because,because,444.27,444.60999999999996
then,then,444.61,444.75
that,that,444.759999,444.959999
would,would,444.96,445.03999999999996
be,be,445.049999,445.169999
the,the,445.17,445.27000000000004
headline,headline,445.27,445.76
Well,well,445.78,446.32
and,and,446.38,446.78
I,i,446.929999,447.039999
guess,guess,447.04,447.27000000000004
you're,you're,447.27,447.40999999999997
saying,saying,447.41,447.73
we're,we're,447.73,447.87
too,too,447.87,448.14
usual,usual,448.139999,448.78999899999997
of,of,448.84,449.01
a,a,449.01,449.07
place,place,449.07,449.36
to,to,449.359999,449.479999
do,do,449.48,449.62
this,this,449.619999,449.799999
we're,we're,449.799999,449.889999
not,not,449.889999,450.049999
unusual,unusual,450.1,450.71000000000004
enough,enough,450.71,451.01
Anyway,anyway,451.01,451.36
Governor,governor,451.65,451.96999999999997
Schwarzenegger,schwarzenegger,451.97,452.64000000000004
it's,,,
pleasure,pleasure,452.93,453.24
sir,sir,453.24,453.44
thanks,thanks,453.44,453.65
for,for,453.65,453.76
coming,coming,453.76,453.96999999999997
on,on,453.97,454.14000000000004
Thank,thank,454.92,455.15000000000003
you,you,455.15,455.21
very,very,455.21,455.37
much,much,455.37,455.57
for,,,
having,,,
me,,,
