Tonight,tonight,0.43,0.79
economy,economy,1690.379999,1690.729999
So,so,1690.869999,1691.069999
when,when,1691.07,1691.22
we,we,1691.219999,1691.359999
talk,talk,1691.359999,1691.669999
about,about,1691.68,1692.04
all,all,1692.039999,1692.2099990000002
this,this,1692.209999,1692.469999
there's,there's,1692.5,1692.76
one,one,1692.76,1693.12
person,person,1693.129999,1693.679999
on,on,1693.79,1694.02
this,this,1694.02,1694.23
stage,stage,1694.23,1694.64
and,and,1694.64,1694.72
one,one,1694.79,1694.99
person,person,1694.99,1695.42
who's,who's,1695.62,1695.83
been,been,1695.83,1695.98
a,a,1695.98,1696.06
candidate,candidate,1696.06,1696.6799999999998
for,for,1696.68,1696.8300000000002
president,president,1696.83,1697.31
in,in,1697.32,1697.54
either,either,1697.54,1697.94
party,party,1697.95,1698.43
that,that,1698.8,1699.02
restored,restored,1699.02,1699.53
economic,economic,1699.53,1700.1499999999999
strength,strength,1700.15,1700.5600000000002
growth,growth,1700.559999,1700.899999
a,a,1700.929999,1701.0299989999999
balanced,balanced,1701.03,1701.49
budget,budget,1701.49,1701.85
paid,paid,1701.88,1702.15
down,down,1702.16,1702.42
debt,debt,1702.42,1702.66
cut,cut,1702.69,1702.96
taxes,taxes,1702.96,1703.41
the,the,1703.41,1703.51
things,things,1703.509999,1703.809999
that,,,
people,people,1703.88,1704.17
in,,,
this,this,1704.25,1704.41
country,country,1704.45,1704.88
want,want,1705.22,1705.5700000000002
No,no,1706.47,1706.5100000000002
theories,theories,1706.5100000000002,1706.8500000000001
Reality,reality,1707.14,1707.91
applause,applause,1708.3500000000001,1708.4
Thank,thank,1708.4,1708.44
you,you,1708.44,1708.5100000000002
Governor,,,
applause,,,
All,,,
right,,,
Let's,,,
talk,talk,1710.73,1710.79
immigration,immigration,1710.92,1711.3400000000001
for,for,1711.4,1711.52
a,a,1711.52,1711.58
little,little,1711.58,1711.74
bit,bit,1711.74,1711.89
Senator,senator,1712.7,1712.96
Cruz,cruz,1712.96,1713.26
let's,,,
start,start,1713.3,1713.54
with,with,1713.54,1713.67
you,you,1713.67,1713.95
You,you,1714.34,1714.5
have,have,1714.5,1714.73
repeatedly,repeatedly,1714.73,1715.39
touted,touted,1715.4,1715.9
how,how,1715.9,1716.0700000000002
you,you,1716.07,1716.28
have,,,
stood,stood,1716.39,1716.73
shoulder,shoulder,1716.73,1717.2
to,to,1717.2,1717.31
shoulder,shoulder,1717.31,1717.8899999999999
with,with,1717.9,1718.13
Senator,senator,1718.139999,1718.479999
Jeff,jeff,1718.48,1718.75
Sessions,sessions,1718.75,1719.28
to,to,1719.55,1719.68
fight,fight,1719.679999,1719.899999
illegal,illegal,1719.929999,1720.369999
immigration,immigration,1720.37,1721.0
and,and,1721.01,1721.27
amnesty,amnesty,1721.34,1721.68
But,but,1722.15,1722.3400000000001
Senator,senator,1722.34,1722.6299999999999
Sessions,sessions,1722.63,1723.14
just,just,1723.139999,1723.419999
endorsed,endorsed,1723.42,1724.0
Donald,donald,1724.04,1724.44
Trump,trump,1724.45,1724.92
If,if,1725.42,1725.5500000000002
voters,voters,1725.599999,1725.939999
want,want,1725.96,1726.22
Jeff,jeff,1726.219999,1726.479999
Sessions,sessions,1726.48,1726.97
style,style,1727.02,1727.57
immigration,immigration,1727.619999,1728.189999
policies,policies,1728.2,1728.71
isn't,isn't,1728.73,1728.98
their,their,1728.98,1729.1200000000001
choice,choice,1729.13,1729.5400000000002
rather,rather,1729.75,1730.15
clear,clear,1730.15,1730.5900000000001
Yes,yes,1731.38,1731.69
their,their,1731.71,1731.8700000000001
choice,choice,1731.88,1732.2
is,is,1732.21,1732.4
very,very,1732.4,1732.75
clear,clear,1732.75,1733.15
If,if,1733.22,1733.42
you,you,1733.42,1733.5600000000002
look,look,1733.56,1733.79
to,to,1733.79,1733.93
the,the,1733.93,1734.0900000000001
actual,actual,1734.09,1734.59
record,record,1734.59,1735.11
you,you,1735.22,1735.3600000000001
know,know,1735.36,1735.58
Donald,donald,1736.15,1736.5700000000002
mentioned,mentioned,1736.57,1736.9299999999998
a,a,1736.929999,1736.989999
moment,moment,1736.99,1737.27
ago,ago,1737.27,1737.43
that,that,1737.429999,1737.5199989999999
he,he,1737.52,1737.58
was,was,1737.58,1737.73
just,just,1737.73,1737.95
doing,doing,1737.95,1738.21
business,business,1738.21,1738.63
when,when,1738.63,1738.7600000000002
he,he,1738.76,1738.81
was,was,1738.809999,1738.9599990000002
writing,writing,1738.96,1739.23
checks,checks,1739.23,1739.54
to,to,1739.54,1739.6399999999999
liberal,liberal,1739.639999,1739.919999
Democrats,democrats,1739.92,1740.67
But,but,1740.799999,1740.9699990000001
that's,that's,1740.969999,1741.219999
not,not,1741.23,1741.44
in,in,1741.44,1741.5900000000001
fact,fact,1741.59,1741.9399999999998
the,the,1741.94,1742.03
checks,checks,1742.03,1742.34
he,he,1742.34,1742.4199999999998
was,was,1742.42,1742.5900000000001
writing,writing,1742.589999,1742.899999
Listen,listen,1742.9,1743.17
we,we,1743.17,1743.28
could,could,1743.28,1743.43
all,all,1743.429999,1743.579999
understand,understand,1743.58,1744.1799999999998
if,if,1744.5,1744.59
you,you,1744.59,1744.6899999999998
write,write,1744.690001,1744.900001
a,a,1744.9,1744.95
check,check,1744.949999,1745.229999
to,to,1745.25,1745.37
a,a,1745.369999,1745.449999
city,city,1745.449999,1745.709999
commission,commission,1745.709999,1746.209999
because,because,1746.23,1746.3600000000001
you're,you're,1746.359999,1746.469999
looking,looking,1746.47,1746.72
for,for,1746.72,1746.84
a,a,1746.85,1746.9599999999998
zoning,zoning,1746.969999,1747.499999
waiver,waiver,1747.5,1748.08
on,on,1748.25,1748.47
building,building,1748.47,1748.82
a,a,1748.82,1748.85
building,building,1748.85,1749.28
That,that,1749.28,1749.43
may,may,1749.43,1749.5700000000002
be,be,1749.57,1749.74
corrupt,corrupt,1749.74,1750.17
but,,,
you,you,1750.38,1750.49
could,could,1750.49,1750.6200000000001
understand,understand,1750.62,1751.3
real,real,1751.46,1751.72
estate,estate,1751.72,1752.0
developers,developers,1752.02,1752.52
doing,doing,1752.52,1752.84
that,that,1752.84,1753.04
That's,that's,1753.64,1753.91
not,not,1753.91,1754.1000000000001
what,what,1754.099999,1754.2399990000001
Donald,donald,1754.25,1754.58
Trump,trump,1754.59,1754.8799999999999
did,did,1754.88,1755.19
Donald,donald,1755.57,1755.9099999999999
Trump,trump,1755.92,1756.21
supported,supported,1756.21,1756.58
Jimmy,jimmy,1756.62,1756.9399999999998
Carter,carter,1756.94,1757.3600000000001
over,over,1757.67,1757.93
Ronald,ronald,1757.929999,1758.239999
Reagan,reagan,1758.24,1758.6200000000001
Donald,donald,1758.82,1759.1699999999998
supported,supported,1759.469999,1759.949999
John,john,1759.96,1760.3
Kerry,kerry,1760.34,1760.8799999999999
over,over,1761.07,1761.37
George,george,1761.38,1761.74
W,w,1761.74,1762.08
Bush,bush,1762.08,1762.49
If,if,1762.58,1762.76
you,you,1762.76,1762.86
don't,don't,1762.859999,1763.029999
like,like,1763.029999,1763.259999
Obamacare,<unk>,1763.3899990000002,1763.9799990000001
Donald,donald,1764.42,1764.8300000000002
Trump,trump,1764.84,1765.23
funded,funded,1765.24,1765.94
Harry,harry,1766.06,1766.49
Reid,reid,1766.49,1766.79
and,,,
Nancy,nancy,1766.84,1767.28
Pelosi,pelosi,1767.3,1767.8
taking,taking,1767.83,1768.24
over,over,1768.24,1768.53
Congress,congress,1768.53,1769.03
to,to,1769.24,1769.39
pass,pass,1769.39,1769.69
Obamacare,<unk>,1769.69,1769.7
On,on,1770.84,1770.99
immigration,immigration,1770.99,1771.61
if,if,1771.61,1771.6299999999999
you,you,1772.23,1772.3700000000001
don't,don't,1772.37,1772.59
like,like,1772.59,1772.86
amnesty,amnesty,1772.86,1773.35
if,if,1773.349999,1773.409999
you,you,1773.44,1773.55
don't,don't,1773.55,1773.76
like,like,1773.76,1773.98
the,the,1773.98,1774.09
Gang,gang,1774.09,1774.36
of,of,1774.36,1774.49
Eight,eight,1774.49,1774.69
Donald,donald,1775.059999,1775.4499990000002
Trump,trump,1775.46,1775.77
funded,funded,1775.78,1776.32
five,five,1776.33,1776.8
of,of,1776.799999,1776.879999
the,the,1776.889999,1777.029999
eight,eight,1777.03,1777.18
members,members,1777.21,1777.6200000000001
of,of,1777.62,1777.75
the,the,1777.75,1777.82
Gang,gang,1777.82,1778.1299999999999
of,of,1778.13,1778.2600000000002
Eight,eight,1778.259999,1778.6399990000002
50,<unk>,1778.71,1779.24
000,<unk>,1779.25,1779.26
And,and,1780.48,1780.6200000000001
let's,let's,1780.619999,1780.819999
talk,talk,1780.82,1781.04
about,about,1781.049999,1781.259999
this,this,1781.26,1781.43
election,election,1781.43,1781.8500000000001
The,the,1782.389999,1782.519999
choice,choice,1782.529999,1782.879999
Republican,republican,1782.88,1783.3700000000001
primary,primary,1783.37,1783.78
voters,voters,1783.78,1784.09
are,are,1784.09,1784.1599999999999
making,making,1784.18,1784.49
is,is,1784.49,1784.61
who,who,1784.61,1784.8
is,is,1784.8,1784.94
best,best,1784.94,1785.17
prepared,prepared,1785.17,1785.5600000000002
to,to,1785.56,1785.6399999999999
stand,stand,1785.64,1785.97
up,up,1785.97,1786.09
to,to,1786.1,1786.1899999999998
Hillary,hillary,1786.19,1786.54
Clinton,clinton,1786.54,1786.93
and,and,1787.13,1787.3700000000001
beat,beat,1787.37,1787.58
Hillary,hillary,1787.58,1787.96
Clinton,clinton,1787.96,1788.38
Donald,donald,1788.67,1789.0500000000002
Trump,trump,1789.06,1789.37
has,has,1789.37,1789.56
written,written,1789.56,1789.87
checks,checks,1789.87,1790.1999999999998
to,to,1790.2,1790.29
Hillary,hillary,1790.29,1790.61
Clinton,clinton,1790.61,1790.9299999999998
not,not,1790.929999,1791.129999
once,once,1791.139999,1791.499999
not,not,1791.51,1791.75
twice,twice,1791.75,1792.17
not,not,1792.17,1792.39
three,three,1792.389999,1792.659999
times,times,1792.66,1793.0700000000002
Ten,ten,1793.46,1793.98
times,times,1794.009999,1794.7199990000001
And,and,1795.139999,1795.389999
four,four,1795.4,1795.75
of,of,1795.75,1795.89
those,those,1795.889999,1796.119999
checks,checks,1796.139999,1796.619999
were,were,1796.98,1797.14
not,not,1797.139999,1797.389999
to,to,1797.389999,1797.539999
her,her,1797.54,1797.6499999999999
Senate,senate,1797.65,1798.0300000000002
campaign,campaign,1798.029999,1798.4999990000001
It,it,1798.5,1798.58
wasn't,wasn't,1798.58,1798.86
that,that,1798.859999,1798.969999
she,she,1798.969999,1799.109999
was,was,1799.109999,1799.2399990000001
the,the,1799.24,1799.33
New,new,1799.33,1799.47
York,york,1799.469999,1799.669999
senator,senator,1799.9,1800.17
and,,,
it,,,
was,was,1800.23,1800.3600000000001
a,a,1800.359999,1800.429999
cost,cost,1800.46,1800.77
of,of,1800.77,1800.8799999999999
doing,doing,1800.88,1801.1000000000001
business,business,1801.1,1801.52
It,it,1801.78,1801.97
was,was,1801.97,1802.16
to,to,1802.16,1802.3300000000002
her,her,1802.33,1802.4499999999998
presidential,presidential,1802.45,1803.25
campaign,campaign,1803.25,1803.97
Donald,donald,1804.22,1804.6200000000001
Trump,trump,1804.62,1804.9699999999998
in,in,1804.97,1805.07
2008,<unk>,1805.92,1805.93
wrote,wrote,1805.94,1806.23
four,four,1806.26,1806.65
checks,checks,1806.66,1807.13
to,to,1807.43,1807.5900000000001
elect,elect,1807.59,1807.98
Hillary,hillary,1807.98,1808.34
Clinton,clinton,1808.34,1808.58
as,,,
president,president,1808.8,1809.1699999999998
OK,ok,1809.349999,1809.539999
So,so,1809.57,1809.6599999999999
I'd,i'd,1809.66,1809.8400000000001
like,like,1809.84,1810.0
to,to,1810.0,1810.11
ask,ask,1810.11,1810.32
Donald,donald,1810.32,1810.6499999999999
why,why,1810.66,1811.01
did,did,1811.01,1811.16
you,you,1811.16,1811.28
write,write,1811.28,1811.53
checks,checks,1811.54,1811.86
to,to,1811.88,1811.98
Hillary,hillary,1811.98,1812.35
Clinton,clinton,1812.349999,1812.589999
to,to,1812.599999,1812.689999
be,be,1812.69,1812.8200000000002
president,president,1812.82,1813.36
in,in,1813.5,1813.68
2008,,,
It,it,1814.389999,1814.479999
wasn't,wasn't,1814.48,1814.8600000000001
for,for,1814.86,1815.01
business,business,1815.009999,1815.7399990000001
And,and,1815.929999,1816.159999
how,how,1816.17,1816.4
can,can,1816.4,1816.5500000000002
you,you,1816.549999,1816.6899990000002
stand,,,
on,on,1816.99,1817.1200000000001
a,a,1817.119999,1817.179999
debate,debate,1817.18,1817.51
stage,stage,1817.51,1817.9
now,now,1817.9,1818.23
with,with,1818.23,1818.44
her,her,1818.440001,1818.7700009999999
and,and,1818.97,1819.18
say,say,1819.189999,1819.389999
you,you,1819.39,1819.5
don't,don't,1819.5,1819.72
think,think,1819.72,1819.93
she,she,1819.93,1820.0700000000002
should,should,1820.07,1820.26
be,be,1820.26,1820.35
president,,,
applause,,,
Actually,actually,1820.44,1820.77
it,,,
was,was,1820.8,1821.04
for,for,1821.07,1821.1599999999999
business,business,1821.1599999999999,1821.58
It,it,1821.58,1821.6
was,was,1821.9099999999999,1822.12
It,it,1822.6,1822.6999999999998
was,was,1822.6999999999998,1823.0099999999998
It,it,1823.7399999999998,1823.8899999999999
was,was,1823.9299999999998,1824.1699999999998
for,,,
business,,,
I,i,1824.84,1824.99
pride,pride,1824.99,1825.3700000000001
myself,myself,1825.37,1825.82
including,including,1825.82,1826.35
outside,outside,1826.38,1826.8500000000001
of,of,1826.849999,1826.969999
the,the,1826.97,1827.04
United,united,1827.04,1827.3999999999999
States,states,1827.4,1827.69
I'm,i'm,1827.69,1827.8300000000002
doing,doing,1827.83,1828.1799999999998
almost,almost,1828.4,1828.8300000000002
120,<unk>,1828.94,1829.2900000000002
deals,deals,1829.99,1830.49
outside,outside,1830.53,1830.97
of,of,1830.969999,1831.0699989999998
the,,,
which,which,1831.23,1831.46
I,i,1831.46,1831.57
hope,hope,1831.57,1831.8
to,to,1831.799999,1831.909999
be,be,1831.91,1832.0400000000002
able,able,1832.04,1832.18
to,to,1832.179999,1832.2899989999999
stop,stop,1832.29,1832.54
very,very,1832.54,1832.75
soon,soon,1832.75,1832.92
and,and,1832.92,1832.98
let,let,1832.98,1833.16
my,my,1833.16,1833.3000000000002
children,children,1833.299999,1833.659999
handle,handle,1833.66,1833.8600000000001
it,it,1833.86,1833.99
but,but,1834.199999,1834.369999
we're,we're,1834.5,1834.6
doing,doing,1834.6,1834.82
many,many,1834.82,1835.03
many,many,1835.029999,1835.2299990000001
deals,deals,1835.23,1835.48
outside,outside,1835.48,1835.81
of,of,1835.809999,1835.899999
the,the,1835.9,1835.95
United,united,1835.949999,1836.249999
States,states,1836.25,1836.51
I,i,1836.76,1836.94
support,support,1836.949999,1837.359999
politicians,politicians,1837.37,1838.11
In,in,1838.99,1839.1
2008,<unk>,1839.1,1839.34
I,i,1839.53,1839.66
supported,supported,1839.66,1840.1200000000001
Hillary,hillary,1840.12,1840.4099999999999
Clinton,clinton,1840.41,1840.76
I,i,1840.76,1840.84
supported,supported,1840.86,1841.31
many,many,1841.31,1841.52
other,other,1841.52,1841.7
people,people,1841.7,1842.1000000000001
by,by,1842.12,1842.25
the,the,1842.25,1842.36
way,way,1842.36,1842.61
And,and,1842.81,1843.0
that,that,1843.0,1843.11
was,was,1843.11,1843.28
because,because,1843.28,1843.62
of,of,1843.62,1843.7399999999998
the,the,1843.74,1843.8
fact,fact,1843.8,1844.04
that,that,1844.04,1844.1599999999999
I'm,i'm,1844.16,1844.28
in,in,1844.28,1844.3999999999999
business,business,1844.4,1844.76
I,i,1844.8,1844.9099999999999
did,did,1844.91,1845.15
support,support,1845.15,1845.5300000000002
very,very,1845.53,1845.76
heavily,heavily,1845.76,1846.23
Ronald,ronald,1846.37,1846.79
Reagan,reagan,1846.79,1847.17
I,i,1847.17,1847.29
also,also,1847.29,1847.6
supported,supported,1847.599999,1848.029999
George,george,1848.03,1848.34
Bush,bush,1848.34,1848.57
by,by,1848.57,1848.72
the,the,1848.719999,1848.8299989999998
way,way,1848.83,1849.05
All,all,1850.6499999999999,1850.6699999999998
right,right,1850.6699999999998,1850.76
Mr,mr,1851.139999,1851.369999
Trump,trump,1851.37,1851.6299999999999
But,but,1852.16,1852.3200000000002
what,what,1852.359999,1852.579999
would,would,1852.58,1852.73
you,you,1852.73,1852.84
say,say,1853.9199999999998,1853.9399999999998
Well,well,1853.9399999999998,1853.97
stand,,,
by,,,
stand,,,
by,by,1854.139999,1854.2599989999999
Senator,senator,1854.29,1854.7
Cruz,,,
to,,,
Hillary,,,
Clinton,,,
on,,,
the,,,
debate,,,
stage,,,
when,when,1854.78,1854.93
you,you,1854.939999,1855.069999
wrote,wrote,1855.07,1855.26
her,her,1855.26,1855.36
a,a,1855.36,1855.4299999999998
check,check,1855.43,1855.72
in,in,1855.72,1855.82
2008,<unk>,1856.32,1856.4399999999998
wrote,wrote,1856.47,1856.63
her,her,1856.63,1856.67
four,,,
checks,,,
to,,,
be,,,
president,,,
Let,let,1857.4,1857.5300000000002
me,me,1857.53,1857.58
tell,,,
you,,,
something,something,1857.84,1858.2099999999998
Ted,ted,1858.21,1858.52
The,the,1858.83,1859.02
last,last,1859.02,1859.59
person,person,1859.65,1860.2
that,that,1860.32,1860.56
Hillary,hillary,1860.56,1860.96
Clinton,clinton,1861.0,1861.42
wants,wants,1861.47,1861.81
to,to,1861.81,1861.9199999999998
face,face,1861.92,1862.3000000000002
is,is,1862.34,1862.54
Donald,donald,1862.54,1862.8999999999999
Trump,trump,1862.9,1863.19
That,that,1863.21,1863.43
I,i,1863.429999,1863.499999
can,can,1863.5,1863.68
applause,,,
Let's,,,
move,,,
on,,,
And,,,
with,,,
all,,,
due,,,
respect,,,
we,,,
have,have,1865.33,1865.4499999999998
we,we,1867.2,1867.39
have,,,
questions,,,
We,,,
have,have,1867.5900000000001,1867.68
questions,questions,1867.68,1867.76
That,that,1867.76,1867.94
I,i,1867.94,1868.0600000000002
can,can,1868.13,1868.3000000000002
tell,tell,1868.3000000000002,1868.47
you,you,1868.47,1868.74
crosstalk,,,
No,,,
no,no,1869.42,1869.5700000000002
no,no,1869.57,1869.77
Hold,hold,1869.839999,1870.029999
on,on,1870.029999,1870.2299990000001
Hold,hold,1870.23,1870.4
on,on,1870.4,1870.48
We,we,1870.48,1870.55
can,can,1870.549999,1870.629999
do,,,
more,more,1870.719999,1870.899999
of,,,
this,this,1870.940001,1871.0400009999998
later,later,1871.039999,1871.269999
Mr,mr,1871.66,1871.8600000000001
Trump,trump,1871.859999,1872.189999
hi,hi,1872.71,1873.05
Hello,hello,1873.2,1873.6000000000001
How,how,1873.67,1873.76
are,,,
you,you,1873.76,1873.87
doing,doing,1873.87,1874.1499999999999
Nice,,,
to,,,
be,be,1874.43,1874.5700000000002
with,with,1874.57,1874.75
you,,,
Megyn,<unk>,1874.87,1875.02
Great,great,1875.16,1875.39
to,to,1875.39,1875.44
have,have,1875.45,1875.71
you,you,1875.71,1875.83
here,here,1875.83,1876.09
You're,you're,1876.43,1876.53
looking,looking,1876.53,1876.85
well,well,1876.85,1877.31
You're,you're,1877.31,1877.53
looking,looking,1877.53,1877.61
well,well,1877.61,1877.6399999999999
As,,,
are,,,
you,,,
applause,,,
Back,back,1881.03,1881.27
in,in,1881.27,1881.3899999999999
January,january,1881.389999,1882.099999
you,you,1882.13,1882.3100000000002
gave,gave,1882.309999,1882.539999
an,an,1882.54,1882.67
off,off,1882.679999,1882.949999
the,the,1882.96,1883.1000000000001
record,record,1883.099999,1883.419999
interview,interview,1883.429999,1883.929999
to,to,1883.929999,1884.0399989999999
the,the,1884.04,1884.1499999999999
New,new,1884.15,1884.24
York,york,1884.24,1884.45
Times,times,1884.45,1884.92
It,it,1885.24,1885.36
was,was,1885.36,1885.49
apparently,apparently,1885.49,1885.92
audiotaped,<unk>,1885.92,1885.93
Now,now,1887.02,1887.16
a,a,1887.16,1887.2
recent,recent,1887.2,1887.44
report,report,1887.44,1887.75
in,in,1887.75,1887.78
Buzzfeed,,,
citing,citing,1888.469999,1888.8099989999998
sources,sources,1888.809999,1889.2099990000002
at,at,1889.24,1889.47
the,,,
Times,times,1889.629999,1890.219999
reports,reports,1890.51,1891.07
that,that,1891.11,1891.3
in,in,1891.31,1891.5
that,that,1891.5,1891.67
interview,interview,1891.68,1892.18
you,you,1892.18,1892.3300000000002
expressed,expressed,1892.33,1892.8799999999999
flexibility,flexibility,1892.89,1893.94
when,when,1893.95,1894.1200000000001
it,it,1894.12,1894.2199999999998
comes,comes,1894.22,1894.55
to,to,1894.55,1894.96
your,your,1895.11,1895.35
immigration,immigration,1895.39,1896.0500000000002
policy,policy,1896.05,1896.56
specifically,specifically,1896.56,1897.47
with,with,1897.66,1897.8400000000001
respect,respect,1897.84,1898.1799999999998
to,to,1898.179999,1898.2599989999999
your,your,1898.26,1898.3799999999999
promise,promise,1898.38,1898.8200000000002
to,to,1898.82,1898.96
deport,deport,1898.96,1899.47
the,the,1899.48,1899.6100000000001
11,,,
million,million,1900.0,1900.34
people,people,1900.34,1900.62
who,who,1900.62,1900.76
are,are,1900.76,1900.83
now,now,1900.83,1901.08
living,living,1901.09,1901.3799999999999
here,here,1901.38,1901.67
illegally,illegally,1901.69,1902.3300000000002
You,you,1902.759999,1902.9499990000002
have,have,1902.95,1903.21
suggested,suggested,1903.21,1903.78
that,that,1903.78,1904.01
you,you,1904.03,1904.2
may,may,1904.2,1904.52
have,have,1904.53,1904.62
expressed,expressed,1904.62,1905.0
some,some,1905.0,1905.21
flexibility,flexibility,1905.21,1905.81
when,when,1905.809999,1905.929999
it,it,1905.929999,1906.0199989999999
comes,comes,1906.02,1906.24
to,to,1906.24,1906.32
the,the,1906.32,1906.4399999999998
size,size,1906.440001,1906.7900009999998
of,of,1906.789999,1906.9499990000002
the,the,1906.959999,1907.099999
wall,wall,1907.1,1907.9499999999998
that,that,1908.539999,1908.7099990000002
you,you,1908.71,1908.82
want,want,1908.82,1908.99
to,to,1908.98,1909.03
build,build,1909.029999,1909.4099990000002
But,but,1910.03,1910.19
did,did,1910.2,1910.52
you,you,1910.52,1910.69
tell,tell,1910.69,1911.01
them,them,1911.01,1911.4
specifically,specifically,1911.47,1912.08
that,that,1912.08,1912.22
you,you,1912.22,1912.3600000000001
are,are,1912.36,1912.4699999999998
flexible,flexible,1912.47,1913.1000000000001
when,when,1913.1,1913.24
it,it,1913.24,1913.34
comes,comes,1913.34,1913.6799999999998
to,to,1913.68,1913.8200000000002
your,your,1913.82,1914.01
deportation,deportation,1914.01,1914.87
plan,plan,1914.87,1915.1399999999999
I,i,1915.15,1915.24
don't,don't,1915.24,1915.42
know,know,1915.42,1915.5800000000002
exactly,exactly,1915.59,1916.06
what,what,1916.059999,1916.309999
when,when,1916.429999,1916.639999
you,you,1916.639999,1916.7599989999999
talk,talk,1916.76,1916.98
about,about,1916.99,1917.3700000000001
off,off,1917.65,1917.8500000000001
the,the,1917.86,1917.99
record,record,1917.99,1918.38
First,first,1918.42,1918.67
of,of,1918.67,1918.7
all,all,1918.7,1918.75
Buzzfeed,<unk>,1918.86,1919.41
They,they,1919.66,1919.8000000000002
were,were,1919.8,1919.9099999999999
the,the,1919.91,1919.99
ones,ones,1919.99,1920.21
that,that,1920.21,1920.3500000000001
said,said,1920.349999,1920.549999
under,under,1920.58,1920.82
no,no,1920.82,1921.03
circumstances,circumstances,1921.03,1921.97
will,will,1921.969999,1922.169999
I,i,1922.17,1922.25
run,run,1922.25,1922.46
for,for,1922.46,1922.6000000000001
president,president,1922.599999,1923.2499990000001
And,and,1923.58,1924.07
were,,,
they,they,1924.42,1924.6100000000001
wrong,wrong,1924.609999,1924.869999
But,,,
a,a,1925.049999,1925.079999
lot,lot,1925.08,1925.27
of,of,1925.27,1925.33
people,people,1925.34,1925.62
said,said,1925.619999,1925.849999
that,that,1925.85,1926.04
Then,then,1926.279999,1926.7399990000001
I,i,1927.3699990000002,1927.4599990000002
did,did,1927.63,1927.8100000000002
have,have,1927.82,1928.01
a,a,1928.01,1928.07
meeting,meeting,1928.07,1928.3999999999999
with,with,1928.4,1928.5700000000002
the,the,1928.58,1928.75
editorial,editorial,1928.75,1929.17
board,board,1929.17,1929.3700000000001
of,of,1929.37,1929.4099999999999
the,the,1929.42,1929.52
New,new,1929.52,1929.6299999999999
York,york,1929.63,1929.8400000000001
Times,times,1929.84,1930.1499999999999
a,a,1930.15,1930.21
very,very,1930.21,1930.39
nice,nice,1930.39,1930.64
meeting,meeting,1930.64,1931.0
Many,many,1931.25,1931.61
of,of,1931.61,1931.75
those,those,1931.75,1931.95
things,things,1931.96,1932.22
were,were,1932.22,1932.3600000000001
off,off,1932.36,1932.52
the,the,1932.54,1932.69
record,record,1932.69,1933.05
I,i,1933.05,1933.12
think,think,1933.13,1933.3400000000001
at,at,1933.34,1933.4499999999998
their,their,1933.45,1933.6200000000001
suggestion,suggestion,1933.62,1934.1799999999998
and,and,1934.179999,1934.349999
my,my,1934.349999,1934.4899990000001
suggestion,suggestion,1934.49,1935.2
And,and,1935.52,1935.72
I,i,1935.83,1935.98
think,think,1935.99,1936.24
being,being,1936.24,1936.48
off,off,1936.48,1936.64
the,the,1936.639999,1936.769999
record,record,1936.77,1937.07
is,is,1937.07,1937.21
a,a,1937.21,1937.27
very,very,1937.27,1937.45
important,important,1937.45,1937.9
thing,thing,1937.9,1938.2
I,i,1938.2,1938.28
think,think,1938.3,1938.51
it's,it's,1938.509999,1938.589999
a,,,
very,very,1938.759999,1939.1399990000002
very,very,1939.139999,1939.5099989999999
powerful,powerful,1939.53,1940.05
thing,thing,1940.059999,1940.339999
And,and,1940.34,1940.52
I,i,1940.639999,1940.809999
will,will,1940.809999,1940.9999990000001
say,say,1941.0,1941.22
this,this,1941.219999,1941.5699989999998
These,these,1942.109999,1942.419999
three,three,1942.42,1942.65
gentlemen,gentlemen,1942.65,1943.0600000000002
have,have,1943.059999,1943.179999
gone,gone,1943.18,1943.3700000000001
off,off,1943.369999,1943.509999
the,the,1943.52,1943.6399999999999
record,record,1943.639999,1943.959999
many,many,1943.959999,1944.179999
times,times,1944.18,1944.54
with,with,1944.54,1944.73
reporters,reporters,1944.73,1945.27
And,and,1945.3,1945.44
I,i,1945.44,1945.51
think,think,1945.52,1945.74
they,they,1945.74,1945.85
want,want,1945.85,1946.02
to,to,1946.02,1946.09
honor,honor,1946.1,1946.4099999999999
it,it,1946.41,1946.5500000000002
and,and,1946.9,1947.0800000000002
I,i,1947.08,1947.1699999999998
would,would,1947.18,1947.3300000000002
always,always,1947.33,1947.61
honor,honor,1947.61,1947.84
that,that,1947.84,1948.1
I,i,1948.38,1948.5100000000002
will,will,1948.51,1948.78
say,say,1948.78,1949.1
though,though,1949.1,1949.5
in,in,1949.74,1949.92
terms,terms,1949.92,1950.3100000000002
of,of,1950.31,1950.71
immigration,immigration,1950.94,1951.51
and,and,1951.53,1951.7
almost,almost,1951.7,1952.05
anything,anything,1952.05,1952.3899999999999
else,else,1952.389999,1952.619999
there,there,1952.82,1953.02
always,always,1953.02,1953.44
has,has,1953.79,1954.04
to,to,1954.04,1954.1399999999999
be,be,1954.15,1954.3100000000002
some,some,1954.309999,1954.649999
you,you,1954.84,1955.0
know,know,1955.0,1955.22
tug,tug,1955.36,1955.7299999999998
and,and,1955.73,1955.9
pull,pull,1955.9,1956.3200000000002
and,and,1956.34,1956.56
deal,deal,1956.559999,1956.9899990000001
And,and,1956.99,1957.22
you,you,1957.46,1957.58
know,know,1957.58,1957.6599999999999
when,when,1957.66,1957.8100000000002
I,i,1957.809999,1957.909999
watch,watch,1957.92,1958.24
